"Ticker Symbol","Company Name","City","State","Salary Average","Salary Range"
"NRP","Natural Resource Partners LP","Houston","TX","",""
"NRT","North European Oil Royalty Trust","Red Bank","NJ","",""
"NS","NuStar Energy L.P.","San Antonio","TX","",""
"NSC","Norfolk Southern Corp.","Norfolk","VA","",""
"NSH","NuStar GP Holdings, LLC","San Antonio","TX","",""
"NSIT","Insight Enterprises Inc.","Tempe","AZ","",""
"NSP","Insperity, Inc.","","TX","",""
"NSPH","Nanosphere, Inc.","Northbrook","IL","$66,734","$49,750  $85,686"
"NSR","NeuStar, Inc.","Sterling","VA","$80,055","$38,000  $110,500"
"NSSC","Napco Security Technologies, Inc.","Amityville","NY","",""
"NST","NSTAR","Boston","MA","$80,208","$49,920  $107,474"
"NSU","Nevsun Resources Ltd.","Vancouver","BC","",""
"NSYS","Nortech Systems Inc.","Wayzata","MN","",""
"NTAP","NetApp, Inc.","Sunnyvale","CA","$96,349","$56,618  $153,000"
"NTCT","NetScout Systems, Inc.","Westford","MA","$85,210","$65,000  $111,720"
"NTGR","Netgear Inc.","San Jose","CA","$108,652","$50,000  $170,000"
"NTIC","Northern Technologies International Corp.","Circle Pines","MN","$72,550","$45,100  $100,000"
"NTK","Nortek Inc.","Providence","RI","",""
"NTLS","NTELOS Holdings Corp.","Waynesboro","VA","",""
"NNI","Nelnet Inc.","Lincoln","NE","",""
"NNN","National Retail Properties, Inc.","Orlando","FL","",""
"NOA","North American Energy Partners Inc.","Acheson","AB","",""
"NOBH","Nobility Homes Inc.","Ocala","FL","",""
"NOC","Northrop Grumman Corporation","Falls Church","VA","$84,336","$59,250  $119,819"
"NOG","Northern Oil and Gas, Inc.","Wayzata","MN","",""
"NOIZ","Micronetics Inc.","Hudson","NH","$72,204","$60,000  $93,226"
"NOK","Nokia Corporation","","","$85,417","$36,000  $400,000"
"NOOF","New Frontier Media Inc.","Boulder","CO","",""
"NOR","Noranda Aluminum Holding Corp.","Franklin","TN","",""
"NOV","National Oilwell Varco, Inc.","Houston","TX","$63,833","$29,162  $175,000"
"NP","Neenah Paper, Inc.","Alpharetta","GA","",""
"NPK","National Presto Industries Inc.","Eau Claire","WI","",""
"NPO","EnPro Industries, Inc.","Charlotte","NC","",""
"NPSP","NPS Pharmaceuticals, Inc.","Bedminster","NJ","$159,567","$73,700  $255,000"
"NPTN","NeoPhotonics Corporation","San Jose","CA","$97,383","$83,000  $135,000"
"NR","Newpark Resources Inc.","The Woodlands","TX","$84,000","$83,000  $85,000"
"NRCI","National Research Corp.","Lincoln","NE","$60,000","$38,000  $82,000"
"NRG","NRG Energy, Inc.","","NJ","$102,237","$72,000  $225,000"
"NRGM","Inergy Midstream LLC","Kansas City","MO","",""
"NGT","Eastern American Natural Gas Trust","Austin","TX","",""
"NHI","National Health Investors Inc.","Murfreesboro","TN","",""
"NI","NiSource Inc.","Merrillville","IN","$49,300","$49,200  $49,400"
"NICE","NICE Systems Ltd.","","","$90,346","$50,000  $200,000"
"NICK","Nicholas Financial Inc.","Clearwater","FL","",""
"NIHD","NII Holdings Inc.","Reston","VA","$90,378","$54,340  $156,800"
"NKA","Niska Gas Storage Partners LLC","Houston","TX","",""
"NKE","Nike Inc.","Beaverton","OR","$86,183","$40,000  $270,000"
"NKTR","Nektar Therapeutics","San Francisco","CA","$103,661","$42,765  $297,925"
"NL","NL Industries Inc.","Dallas","TX","",""
"NLNK","NewLink Genetics Corporation","Ames","IA","$48,605","$35,000  $70,200"
"NLP","NTS Realty Holdings LP","Louisville","KY","",""
"NLS","Nautilus Inc.","Vancouver","WA","$86,176","$73,466  $96,305"
"NLST","Netlist Inc.","Irvine","CA","$81,608","$70,020  $108,000"
"NM","Navios Maritime Holdings Inc.","Î ÎµÎ¹ÏÎ±Î¹Î¬Ï","ÎÏÏÎ¹ÎºÎ®","",""
"NMM","Navios Maritime Partners L.P.","Î ÎµÎ¹ÏÎ±Î¹Î¬Ï","ÎÏÏÎ¹ÎºÎ®","",""
"NMRX","Numerex Corp.","Atlanta","GA","$54,401","$35,318  $63,942"
"NNA","Navios Maritime Acquisition Corporation","Î ÎµÎ¹ÏÎ±Î¹Î¬Ï","ÎÏÏÎ¹ÎºÎ®","",""
"NNBR","NN Inc.","Johnson City","TN","",""
"NEN","New England Realty Associates LP","","MA","",""
"NEOG","Neogen Corp.","Lansing","MI","",""
"NEPT","Neptune Technologies & Bioresources, Inc.","Laval","QC","",""
"NETC","Net Servi","","","",""
"NETL","NetLogic Microsystems Inc.","Santa Clara","CA","$99,228","$57,000  $175,000"
"NEU","NewMarket Corp.","Richmond","VA","",""
"NEWP","Newport Corp.","Irvine","CA","$77,054","$16,890  $800,000"
"NEWS","NewStar Financial, Inc.","Boston","MA","$64,096","$50,000  $92,706"
"NEXS","Nexxus Lighting, Inc.","Charlotte","NC","",""
"NFG","National Fuel Gas Co.","Williamsville","NY","",""
"NFLX","Netflix, Inc.","Los Gatos","CA","$137,266","$85,000  $250,000"
"NFX","Newfield Exploration Co.","The Woodlands","TX","$111,525","$65,000  $140,000"
"NG","NovaGold Resources Inc.","Vancouver","BC","",""
"NGD","New Gold, Inc.","Vancouver","BC","",""
"NGG","National Grid plc","","","$75,682","$50,000  $300,000"
"NGL","NGL Energy Partners LP","Tulsa","OK","",""
"NGLS","Targa Resources Partners LP","Houston","TX","",""
"NGPC","NGP Capital Resources Company","Houston","TX","",""
"NGS","Natural Gas Services Group Inc.","Midland","TX","",""
"NGSX","NeurogesX, Inc.","San Mateo","CA","$75,812","$63,482  $85,000"
"NAVB","Navidea Biopharmaceuticals, Inc","Dublin","OH","",""
"NAVR","Navarre Corp.","Minneapolis","MN","$85,500","$80,000  $90,000"
"NBIX","Neurocrine Biosciences Inc.","San Diego","CA","$89,337","$43,992  $292,000"
"NBL","Noble Energy, Inc.","Houston","TX","$103,300","$45,000  $170,000"
"NBY","NovaBay Pharmaceuticals, Inc.","Emeryville","CA","",""
"NC","Nacco Industries Inc.","Cleveland","OH","",""
"NCI","Navigant Consulting Inc.","Chicago","IL","$80,546","$31,953  $375,000"
"NCIT","NCI, Inc.","Reston","VA","$71,135","$43,400  $143,000"
"NCMI","National CineMedia, Inc.","Centennial","CO","",""
"NCR","NCR Corp.","Duluth","GA","$78,565","$48,160  $110,000"
"NCS","NCI Building Systems Inc.","Houston","TX","$56,589","$19,805  $84,000"
"NDAQ","Nasdaq OMX Group Inc.","","","$73,837","$40,000  $92,310"
"NDN","99","Commerce","CA","$79,066","$52,500  $140,000"
"NDSN","Nordson Corporation","Westlake","OH","$98,162","$59,932  $141,079"
"NDZ","Nordion Inc.","Ottawa","ON","",""
"NE","Noble Corp.","Baar","Zug","",""
"NEE","NextEra Energy, Inc.","Juno Beach","FL","$98,109","$66,820  $156,600"
"NEI","Network Engines, Inc.","Canton","MA","",""
"NEM","Newmont Mining Corp.","Greenwood Village","CO","$76,804","$40,520  $121,600"
"MXIM","Maxim Integrated Products Inc.","Sunnyvale","CA","$81,674","$45,947  $165,423"
"MXL","MaxLinear, Inc.","Carlsbad","CA","$79,010","$48,000  $135,000"
"MXWL","Maxwell Technologies Inc.","San Diego","CA","$75,839","$52,000  $101,687"
"MY","China Ming Yang Wind Power Group Limited","ä¸­å±±å¸","å¹¿ä¸ç","",""
"MYE","Myers Industries Inc.","Akron","OH","",""
"MYGN","Myriad Genetics Inc.","Salt Lake City","UT","$77,381","$29,411  $250,000"
"MYL","Mylan, Inc.","Canonsburg","PA","$93,251","$56,293  $250,000"
"MYRG","MYR Group, Inc.","Rolling Meadows","IL","",""
"MYRX","Myrexis, Inc.","Salt Lake City","UT","",""
"N","NetSuite Inc.","San Mateo","CA","$103,632","$52,000  $800,000"
"NABI","Nabi Biopharmaceuticals","Rockville","MD","$79,690","$44,650  $240,000"
"NAFC","Nash Finch Co.","Minneapolis","MN","$122,374","$61,256  $480,000"
"NAII","Natural Alternatives International Inc.","San Marcos","CA","",""
"NAK","Northern Dynasty Minerals Ltd.","Vancouver","BC","",""
"NANO","Nanometrics Incorporated","Milpitas","CA","$83,636","$51,720  $115,000"
"NANX","Nanophase Technologies Corp.","Romeoville","IL","",""
"NATI","National Instruments Corporation","Austin","TX","$59,015","$20,987  $125,000"
"NATR","Nature's Sunshine Products Inc.","Provo","UT","",""
"NAUH","National American University Holdings, Inc.","Rapid City","SD","",""
"NAV","Navistar International Corporation","Lisle","IL","",""
"MTOX","MEDTOX Scientific Inc.","St Paul","MN","",""
"MTR","Mesa Royalty Trust","Austin","TX","",""
"MTRN","Materion Corporation","Mayfield Heights","OH","",""
"MTRX","Matrix Service Co.","Tulsa","OK","$62,120","$45,700  $102,500"
"MTSC","MTS Systems Corp.","Eden Prairie","MN","$76,498","$50,004  $126,000"
"MTSL","MER Telemanagement Solutions Ltd.","","","",""
"MTSN","Mattson Technology Inc.","Fremont","CA","$93,715","$59,618  $189,000"
"MTW","Manitowoc Co. Inc.","Manitowoc","WI","$74,669","$40,000  $450,000"
"MTZ","MasTec, Inc.","Coral Gables","FL","$98,000","$40,500  $125,000"
"MU","Micron Technology Inc.","Boise","ID","$79,059","$38,480  $866,625"
"MUR","Murphy Oil Corporation","El Dorado","AR","$56,540","$32,000  $140,000"
"MUSA","Metals USA Holdings Corp.","Fort Lauderdale","FL","",""
"MVG","Mag Silver Corp.","Vancouver","BC","",""
"MVIS","Microvision Inc.","Redmond","WA","$78,174","$53,000  $105,000"
"MVO","MV Oil Trust","Austin","TX","",""
"MW","The Men's Wearhouse, Inc.","Houston","TX","$85,544","$42,000  $103,000"
"MWA","Mueller Water Products, Inc.","Atlanta","GA","$90,588","$90,000  $91,176"
"MWIV","MWI Veterinary Supply, Inc.","Boise","ID","",""
"MWV","MeadWestvaco Corporation","Richmond","VA","$78,095","$33,717  $119,340"
"MXC","Mexco Energy Corporation","Midland","TX","",""
"MRT","Morton's Restaurant Group, Inc.","Chicago","IL","",""
"MRTN","Marten Transport Ltd.","Mondovi","WI","",""
"MRX","Medicis Pharmaceutical Corp.","Scottsdale","AZ","$106,932","$68,000  $141,000"
"MSA","Mine Safety Appliances Co.","CRANBERRY TWP","PA","$81,942","$44,692  $130,000"
"MSCC","Microsemi Corp.","Aliso Viejo","CA","$93,333","$48,800  $160,000"
"MSEX","Middlesex Water Co.","","NJ","",""
"MSFT","Microsoft Corporation","","","$91,007","$23,296  $1,075,000"
"MSG","The Madison Square Garden Company","","","",""
"MSI","Motorola Solutions, Inc.","Schaumburg","IL","$91,848","$57,762  $129,085"
"MSLI","Merus Labs International Inc.","Vancouver","BC","",""
"MSM","MSC Industrial Direct Co. Inc.","Melville","NY","$79,528","$70,875  $109,200"
"MSN","Emerson Radio Corp.","Moonachie","NJ","",""
"MSON","Misonix Inc.","Farmingdale","NY","$59,994","$51,979  $80,000"
"MSPD","Mindspeed Technologies Inc.","Newport Beach","CA","$93,533","$55,000  $210,000"
"MSTR","MicroStrategy Inc.","Tysons Corner","VA","",""
"MSW","Mission West Properties Inc.","Cupertino","CA","",""
"MTD","Mettler-Toledo International, Inc.","Columbus","OH","",""
"MTEX","Mannatech Inc.","Coppell","TX","$80,124","$55,000  $101,983"
"MTH","Meritage Homes Corporation","Scottsdale","AZ","",""
"MTN","Vail Resorts Inc.","Broomfield","CO","",""
"MOLXA","Molex Inc.","Lisle","IL","$69,903","$37,500  $140,000"
"MON","Monsanto Co.","St Louis","MO","",""
"MORN","Morningstar Inc.","Chicago","IL","$58,703","$30,000  $120,000"
"MOSY","MoSys, Inc.","Santa Clara","CA","",""
"MOTR","Motricity, Inc.","Bellevue","WA","$89,544","$63,482  $113,901"
"MOV","Movado Group, Inc.","Paramus","NJ","$103,314","$40,000  $275,000"
"MOVE","Move, Inc.","Westlake Village","CA","$108,561","$47,873  $450,000"
"MPAA","Motorcar Parts of America Inc.","Torrance","CA","",""
"MPAC","MOD-PAC Corp.","Buffalo","NY","",""
"MPC","Marathon Petroleum Corporation","Findlay","OH","$49,590","$40,560  $53,610"
"MPET","Magellan Petroleum Corporation","Portland","ME","",""
"MPG","MPG Office Trust, Inc.","Los Angeles","CA","",""
"MPR","Met-Pro Corp.","Harleysville","PA","$62,373","$62,120  $62,500"
"MPW","Medical Properties Trust Inc.","Birmingham","AL","",""
"MPWR","Monolithic Power Systems Inc.","San Jose","CA","$87,025","$42,700  $140,000"
"MPX","Marine Products Corp.","Atlanta","GA","",""
"MRCY","Mercury Computer Systems, Inc.","Chelmsford","MA","$85,105","$58,447  $130,000"
"MRK","Merck & Co. Inc.","","NJ","$78,694","$45,864  $300,000"
"MRNAD","Marina Biotech, Inc.","Bothell","WA","",""
"MRO","Marathon Oil Corporation","Houston","TX","$98,445","$51,400  $300,000"
"MMM","3M Co.","St Paul","MN","",""
"MMR","McMoRan Exploration Co.","New Orleans","LA","",""
"MMS","MAXIMUS, Inc.","Reston","VA","$77,618","$29,400  $250,000"
"MMSI","Merit Medical Systems, Inc.","South Jordan","UT","$71,114","$55,000  $94,000"
"MMUS","MakeMusic Inc.","Eden Prairie","MN","$63,000","$62,000  $64,000"
"MNDO","MIND C.T.I., Ltd.","","MD","",""
"MNEL","Mission Newenergy Limited","Osborne Park","WA","",""
"MNI","The McClatchy Company","Sacramento","CA","",""
"MNKD","MannKind Corp.","","CA","$107,098","$53,379  $240,000"
"MNOV","MediciNova Inc.","San Diego","CA","$186,750","$116,000  $285,000"
"MNRO","Monro Muffler Brake Inc.","Rochester","NY","",""
"MNST","Monster Beverage Corporation","Corona","CA","",""
"MNTA","Momenta Pharmaceuticals Inc.","Cambridge","MA","$62,381","$30,000  $98,280"
"MNTG","MTR Gaming Group, Inc.","","WV","",""
"MNTX","Manitex International, Inc.","Bridgeview","IL","",""
"MO","Altria Group Inc.","Richmond","VA","",""
"MOC","Command Security Corp.","","NY","",""
"MOCO","MOCON Inc.","Minneapolis","MN","",""
"MOD","Modine Manufacturing Company","Racine","WI","",""
"MOLX","Molex Inc.","Lisle","IL","$69,903","$37,500  $140,000"
"MIM","MI Developments Inc.","Aurora","ON","",""
"MIND","Mitcham Industries Inc.","Huntsville","TX","",""
"MINI","Mobile Mini, Inc.","Tempe","AZ","$58,000","$40,000  $75,000"
"MIPS","MIPS Technologies Inc.","Sunnyvale","CA","$93,530","$53,000  $149,508"
"MITI","Micromet, Inc.","Rockville","MD","",""
"MITK","Mitek Systems Inc.","San Diego","CA","$87,617","$70,000  $97,000"
"MJN","Mead Johnson Nutrition Company","Glenview","IL","",""
"MKSI","MKS Instruments Inc.","Andover","MA","$90,555","$55,000  $200,000"
"MKTAY","Makita Corp.","","","$34,960","$22,880  $42,000"
"MKTG","Responsys, Inc.","San Bruno","CA","$96,562","$40,000  $175,000"
"MLAB","Mesa Laboratories Inc.","Lakewood","CO","",""
"MLHR","Herman Miller Inc.","Zeeland","MI","$63,839","$43,368  $78,000"
"MLI","Mueller Industries Inc.","Memphis","TN","$47,430","$23,000  $56,930"
"MLM","Martin Marietta Materials Inc.","Raleigh","NC","$64,028","$52,903  $80,000"
"MLNK","ModusLink Global Solutions, Inc.","Waltham","MA","",""
"MLNX","Mellanox Technologies, Ltd.","","","$91,385","$50,000  $141,696"
"MLP","Maui Land & Pineapple Company, Inc.","Makawao","HI","$83,591","$37,050  $143,000"
"MLR","Miller Industries Inc.","Ooltewah","TN","",""
"MMI","Motorola Mobility Holdings, Inc.","Libertyville","IL","$80,933","$54,000  $124,363"
"MMLP","Martin Midstream Partners LP","Kilgore","TX","",""
"MFN","Minefinders Corp. Ltd.","Vancouver","BC","",""
"MFRI","MFRI Inc.","Niles","IL","",""
"MFRM","Mattress Firm Holding Corp.","Houston","TX","",""
"MG","Mistras Group, Inc.","","NJ","$67,929","$41,600  $105,000"
"MGA","Magna International, Inc.","Aurora","ON","",""
"MGAM","Multimedia Games Inc.","Austin","TX","$73,776","$45,157  $92,400"
"MGEE","MGE Energy Inc.","Madison","WI","",""
"MGH","Minco Gold Corporation","Vancouver","BC","",""
"MGI","Moneygram International Inc.","Dallas","TX","",""
"MGIC","Magic Software Enterprises Ltd.","","","$72,286","$60,000  $80,000"
"MGM","MGM Resorts International","Las Vegas","NV","",""
"MGPI","MGP Ingredients Inc.","Atchison","KS","$52,416","$28,000  $88,034"
"MGRC","McGrath Rentcorp","Livermore","CA","",""
"MGT","MGT Capital Investments, Inc.","","","",""
"MHH","Mastech Holdings, Inc.","Pittsburgh","PA","$70,406","$37,045  $115,024"
"MHK","Mohawk Industries Inc.","Calhoun","GA","",""
"MHO","M/I Homes, Inc.","Columbus","OH","$38,500","$36,000  $41,000"
"MHR","Magnum Hunter Resources Corp.","Houston","TX","",""
"MIDD","Middleby Corp.","Elgin","IL","$62,041","$47,882  $70,741"
"MIL","MFC Industrial Ltd","Vancouver","BC","",""
"MILL","Miller Energy Resources, Inc.","Knoxville","TN","",""
"MDTH","MedCath Corp.","Charlotte","NC","",""
"MDU","MDU Resources Group Inc.","Bismarck","ND","",""
"MDVN","Medivation, Inc.","San Francisco","CA","",""
"MDW","Midway Gold Corp.","Englewood","CO","",""
"MEA","Metalico Inc.","Cranford","NJ","",""
"MEAD","Meade Instruments Corp.","Irvine","CA","$47,641","$44,204  $50,000"
"MEAS","Measurement Specialties Inc.","Hampton","VA","$53,333","$42,000  $75,000"
"MED","Medifast Inc.","Owings Mills","MD","",""
"MEDH","MedQuist Holdings Inc.","Franklin","TN","",""
"MEDW","Mediware Information Systems Inc.","Lenexa","KS","",""
"MEG","Media General, Inc.","Richmond","VA","$82,325","$42,000  $100,000"
"MEI","Methode Electronics Inc.","Chicago","IL","$56,171","$40,000  $74,154"
"MELA","MELA Sciences, Inc.","Irvington","NY","",""
"MEMP","Memorial Production Partners LP","Houston","TX","",""
"MENT","Mentor Graphics Corp.","Wilsonville","OR","$84,510","$40,449  $181,900"
"MEOH","Methanex Corp.","Vancouver","BC","",""
"MERC","Mercer International Inc.","Vancouver","BC","",""
"MERU","Meru Networks, Inc.","Sunnyvale","CA","$103,212","$66,000  $149,000"
"MFB","Maidenform Brands, Inc.","","NJ","",""
"MFI","MicroFinancial Inc.","Burlington","MA","",""
"MFLX","Multi-Fineline Electronix Inc.","Anaheim","CA","$60,261","$45,000  $88,725"
"MCHX","Marchex, Inc.","Seattle","WA","$70,533","$50,000  $89,544"
"MCK","McKesson Corporation","San Francisco","CA","$81,975","$39,291  $157,000"
"MCP","Molycorp, Inc.","Denver","CO","",""
"MCRL","Micrel Inc.","San Jose","CA","$77,256","$57,800  $137,844"
"MCRS","MICROS Systems, Inc.","Columbia","MD","$72,974","$37,000  $106,204"
"MCS","The Marcus Corporation","Milwaukee","WI","$40,700","$36,000  $45,400"
"MCZ","Mad Catz Interactive Inc.","San Diego","CA","",""
"MD","MEDNAX, Inc.","Sunrise","FL","",""
"MDAS","MedAssets, Inc.","Alpharetta","GA","$55,705","$40,000  $83,907"
"MDC","MDC Holdings Inc.","Denver","CO","",""
"MDCA","MDC Partners Inc.","Toronto","ON","",""
"MDCO","Medicines Co.","Parsippany-Troy Hills","NJ","",""
"MDGN","Medgenics, Inc.","San Francisco","CA","",""
"MDH","MHI Hospitality Corp.","Williamsburg","VA","",""
"MDM","Mountain Province Diamonds Inc.","Toronto","ON","",""
"MDP","Meredith Corp.","Des Moines","IA","$68,723","$45,500  $87,360"
"MDR","McDermott International Inc.","Houston","TX","",""
"MDRX","Allscripts Healthcare Solutions, Inc.","Chicago","IL","$75,245","$70,000  $77,868"
"MDS","Midas Inc.","Itasca","IL","",""
"MDT","Medtronic, Inc.","Minneapolis","MN","$77,672","$38,000  $184,320"
"MANT","ManTech International Corporation","Fairfax","VA","",""
"MAPP","MAP Pharmaceuticals, Inc.","Mountain View","CA","$106,949","$79,789  $275,000"
"MAR","Marriott International, Inc.","Bethesda","MD","$82,949","$41,350  $145,600"
"MARPS","Marine Petroleum Trust","Dallas","TX","",""
"MAS","Masco Corporation","Taylor","MI","$77,210","$60,000  $88,650"
"MASC","Material Sciences Corp.","Elk Grove Village","IL","$97,370","$95,228  $99,513"
"MASI","Masimo Corporation","Irvine","CA","$89,505","$60,000  $180,000"
"MAT","Mattel Inc.","El Segundo","CA","$86,807","$42,000  $210,000"
"MATR","Mattersight Corporation","Chicago","IL","",""
"MAXY","Maxygen, Inc.","Redwood City","CA","$92,735","$48,328  $140,000"
"MAYS","JW Mays Inc.","Brooklyn","NY","",""
"MBA","CIBT Education Group Inc.","Vancouver","BC","",""
"MBLX","Metabolix, Inc.","Cambridge","MA","$68,706","$45,000  $83,000"
"MBND","Multiband Corporation","New Hope","MN","",""
"MBT","Mobile Telesystems OJSC","","","",""
"MCD","McDonald's Corp.","Oak Brook","IL","$86,337","$49,652  $140,818"
"MCF","Contango Oil & Gas Co.","Houston","TX","",""
"MCGC","MCG Capital Corporation","Arlington","VA","",""
"MCHP","Microchip Technology Inc.","Chandler","AZ","$65,120","$44,158  $137,030"
"LVS","Las Vegas Sands Corp.","Las Vegas","NV","$88,070","$63,419  $125,000"
"LWAY","Lifeway Foods Inc.","Morton Grove","IL","$44,364","$33,000  $68,182"
"LXK","Lexmark International Inc.","Lexington","KY","$81,387","$59,514  $116,501"
"LXRX","Lexicon Pharmaceuticals, Inc.","The Woodlands","TX","$66,906","$47,000  $90,690"
"LXU","LSB Industries Inc.","Oklahoma City","OK","",""
"LYTS","LSI Industries Inc.","Cincinnati","OH","",""
"LYV","Live Nation Entertainment, Inc.","Beverly Hills","CA","",""
"LZB","La-Z-Boy Inc.","Monroe","MI","$72,033","$45,000  $135,000"
