"Ticker Symbol","Company Name","City","State","Salary Average","Salary Range"
"JSDA","Jones Soda Co.","Seattle","WA","",""
"JWN","Nordstrom Inc.","Seattle","WA","$91,638","$47,500  $260,000"
"K","Kellogg Company","Battle Creek","MI","",""
"KAI","Kadant Inc.","Westford","MA","",""
"KALU","Kaiser Aluminum Corporation","","CA","",""
"KAMN","Kaman Corporation","Bloomfield","CT","$67,714","$58,000  $80,700"
"KAR","KAR Auction Services, Inc.","Carmel","IN","",""
"KBALB","Kimball International, Inc.","Jasper","IN","$68,115","$50,000  $91,780"
"KBH","KB Home","Los Angeles","CA","",""
"JAG","Jaguar Mining Inc.","Concord","NH","",""
"JAH","Jarden Corp.","Rye","NY","",""
"JAKK","JAKKS Pacific, Inc.","Malibu","CA","$53,612","$30,000  $81,000"
"JAX","J. Alexander's Corp.","Nashville","TN","",""
"JAZZ","Jazz Pharmaceuticals, Inc.","Palo Alto","CA","$100,833","$80,000  $125,000"
"JBHT","JB Hunt Transport Services Inc.","Lowell","AR","",""
"JBL","Jabil Circuit Inc.","St Petersburg","FL","$78,049","$35,870  $132,541"
"JBSS","John B Sanfilippo & Son Inc.","Elgin","IL","$48,202","$48,000  $48,403"
"JBT","John Bean Technologies Corporation","Chicago","IL","$62,836","$40,000  $83,000"
"JCI","Johnson Controls Inc.","Milwaukee","WI","$70,332","$38,000  $145,000"
"JCP","J. C. Penney Company, Inc.","Plano","TX","",""
"JCTCF","Jewett-Cameron Trading Co. Ltd.","North Plains","OR","",""
"JDAS","JDA Software Group Inc.","Scottsdale","AZ","$77,775","$38,000  $160,000"
"JDSU","JDS Uniphase Corporation","Milpitas","CA","$95,716","$51,854  $180,000"
"JEC","Jacobs Engineering Group Inc.","Pasadena","CA","$79,246","$49,440  $240,000"
"JHX","James Hardie Industries SE","","","",""
"JIVE","Jive Software, Inc.","Palo Alto","CA","",""
"JJSF","J&J Snack Foods Corp.","Pennsauken","NJ","$66,480","$10,000  $1,400,000"
"JKHY","Jack Henry & Associates Inc.","Monett","MO","",""
"ISSC","Innovative Solutions & Support Inc.","Exton","PA","$62,447","$47,000  $83,600"
"ISSI","Integrated Silicon Solution Inc.","San Jose","CA","$90,308","$50,000  $130,000"
"ISTA","ISTA Pharmaceuticals Inc.","Irvine","CA","",""
"IT","Gartner Inc.","Stamford","CT","$89,523","$34,179  $250,000"
"ITC","ITC Holdings Corp.","Novi","MI","$76,101","$53,518  $127,500"
"ITI","Iteris, Inc.","Santa Ana","CA","$61,217","$45,000  $102,999"
"ITMN","InterMune Inc.","Brisbane","CA","$106,205","$71,282  $200,110"
"ITRI","Itron, Inc.","Liberty Lake","WA","$76,688","$36,000  $129,280"
"ITRN","Ituran Location & Control Ltd.","Abercrombie","ND","",""
"ITT","ITT Corporation","White Plains","NY","$136,730","$73,590  $196,000"
"ITW","Illinois Tool Works Inc.","Glenview","IL","$62,698","$34,000  $94,266"
"IVAC","Intevac Inc.","Santa Clara","CA","$83,715","$50,400  $110,000"
"IVAN","Ivanhoe Energy Inc.","Vancouver","BC","",""
"IVC","Invacare Corporation","Elyria","OH","$70,735","$50,000  $121,056"
"IVD","IVAX Diagnostics Inc.","Miami","FL","",""
"IVN","Ivanhoe Mines Ltd.","Vancouver","BC","",""
"IVR","Invesco Mortgage Capital Inc.","Atlanta","GA","",""
"IVZ","Invesco Ltd.","Atlanta","GA","$64,500","$34,000  $84,500"
"IXYS","IXYS Corp.","Milpitas","CA","$79,845","$55,910  $100,000"
"JACK","Jack in the Box Inc.","San Diego","CA","",""
"IRBT","iRobot Corporation","Bedford","MA","$83,925","$70,000  $99,653"
"IRC","Inland Real Estate Corp.","Oak Brook","IL","",""
"IRDM","Iridium Communications Inc.","McLean","VA","",""
"IRET","Investors Real Estate Trust","Minot","ND","",""
"IRETP","Investors Real Estate Trust","Minot","ND","",""
"IRF","International Rectifier Corporation","El Segundo","CA","$87,755","$50,000  $218,400"
"IRIS","IRIS International Inc.","","CA","",""
"IRIX","IRIDEX Corporation","Mountain View","CA","",""
"IRM","Iron Mountain Inc.","Boston","MA","$89,893","$60,000  $152,526"
"IRWD","Ironwood Pharmaceuticals Inc.","Cambridge","MA","$79,363","$65,541  $100,000"
"ISCA","International Speedway Corp.","Daytona Beach","FL","$76,263","$75,000  $78,789"
"ISH","International Shipholding Corp.","Mobile","AL","",""
"ISIG","Insignia Systems Inc.","Minneapolis","MN","$52,053","$50,000  $56,160"
"ISIL","Intersil Corporation","Milpitas","CA","$86,858","$46,987  $180,000"
"ISIS","Isis Pharmaceuticals, Inc.","Carlsbad","CA","$73,538","$45,000  $150,000"
"ISLE","Isle of Capri Casinos, Inc.","St Louis","MO","",""
"ISNS","Image Sensing Systems, Inc.","St Paul","MN","",""
"ISR","IsoRay, Inc.","Richland","WA","",""
"ISRG","Intuitive Surgical, Inc.","Sunnyvale","CA","$91,121","$54,900  $134,500"
"ISRL","Isramco Inc.","Houston","TX","",""
"INTU","Intuit Inc.","Mountain View","CA","$102,530","$29,000  $325,000"
"INTX","Intersections Inc.","Chantilly","VA","$80,481","$51,168  $110,900"
"INUV","Inuvo, Inc.","Clearwater","FL","",""
"INV","Innovaro, Inc.","Tampa","FL","",""
"INVE","Identive Group, Inc.","Santa Ana","CA","",""
"INVN","InvenSense, Inc.","Sunnyvale","CA","$82,148","$65,000  $106,000"
"IO","ION Geophysical Corporation","Houston","TX","$72,015","$45,000  $130,000"
"IOC","InterOil Corporation","Portsmith","QLD","",""
"IOSP","Innospec Inc.","Littleton","CO","",""
"IOT","Income Opportunity Realty Investors Inc.","Dallas","TX","",""
"IP","International Paper Co.","Memphis","TN","$64,063","$29,141  $215,000"
"IPCI","IntelliPharmaCeutics International Inc.","Toronto","ON","",""
"IPCM","IPC The Hospitalist Company, Inc.","","CA","",""
"IPGP","IPG Photonics Corporation","Oxford","MA","$93,831","$47,050  $810,000"
"IPHI","Inphi Corporation","Santa Clara","CA","",""
"IPHS","Innophos Holdings Inc","Cranbury","NJ","$140,563","$65,000  $275,000"
"IPI","Intrepid Potash, Inc.","Denver","CO","$105,583","$75,000  $170,000"
"IPSU","Imperial Sugar Co.","Sugar Land","TX","$123,068","$92,102  $185,000"
"IPT","iParty Corp.","Dedham","MA","",""
"IPXL","Impax Laboratories Inc.","Hayward","CA","$70,856","$29,307  $170,000"
"INAP","Internap Network Services Corp.","Atlanta","GA","$83,573","$72,218  $125,000"
"INFA","Informatica Corporation","Redwood City","CA","$87,921","$44,138  $220,000"
"INFI","Infinity Pharmaceuticals, Inc.","Cambridge","MA","$108,852","$59,412  $380,000"
"INFN","Infinera Corporation","Sunnyvale","CA","$96,168","$58,600  $143,000"
"INFU","InfuSystem Holdings, Inc.","Madison Heights","MI","",""
"INHX","Inhibitex, Inc.","Alpharetta","GA","$59,733","$47,500  $75,700"
"ININ","Interactive Intelligence, Inc.","Indianapolis","IN","$67,879","$45,000  $102,900"
"INMD","Integramed America Inc.","","NY","$46,470","$45,000  $48,880"
"INN","Summit Hotel Properties, Inc.","Sioux Falls","SD","",""
"INO","Inovio Pharmaceuticals, Inc.","Blue Bell","PA","",""
"INOC","Innotrac Corp.","Johns Creek","GA","$67,533","$53,000  $78,500"
"INOD","Innodata Isogen Inc.","Hackensack","NJ","",""
"INPH","Interphase Corp.","Plano","TX","$70,946","$54,590  $90,036"
"INS","Intelligent Systems","Norcross","GA","",""
"INSM","Insmed Incorporated","","NJ","",""
"INSP","InfoSpace, Inc.","Bellevue","WA","$77,676","$55,000  $101,000"
"INT","World Fuel Services Corp.","Miami","FL","$87,423","$33,093  $200,000"
"INTC","Intel Corporation","Santa Clara","CA","$85,525","$55,744  $991,775"
"INTG","InterGroup Corp.","Los Angeles","CA","",""
"III","Information Services Group, Inc.","Stamford","CT","",""
"IIIN","Insteel Industries Inc.","Mt Airy","NC","",""
"IILG","Interval Leisure Group, Inc.","Miami","FL","",""
"IIN","Intricon Corp.","Arden Hills","MN","",""
"IIT","Indosat tbk PT","","Jakarta","",""
"IIVI","II-VI Inc.","Saxonburg","PA","$58,828","$19,500  $106,890"
"IKAN","Ikanos Communications, Inc.","Fremont","CA","$101,744","$50,000  $150,000"
"IKNX","Ikonics Corp.","Duluth","MN","",""
"ILMN","Illumina Inc.","San Diego","CA","$81,478","$33,305  $200,000"
"IM","Ingram Micro Inc.","Santa Ana","CA","$91,799","$54,080  $136,375"
"IMAX","IMAX Corporation","Mississauga","ON","",""
"IMGN","Immunogen Inc.","Waltham","MA","$84,677","$46,000  $280,000"
"IMH","Impac Mortgage Holdings Inc.","Irvine","CA","$72,500","$35,000  $90,000"
"IMI","Intermolecular, Inc.","San Jose","CA","$92,460","$70,000  $109,000"
"IMKTA","Ingles Markets Inc.","Black Mountain","NC","",""
"IMMR","Immersion Corporation","San Jose","CA","$91,692","$35,360  $123,500"
"IMMU","Immunomedics Inc.","Morris Plains","NJ","$51,203","$35,000  $80,000"
"IMN","Imation Corp.","Oakdale","MN","$70,188","$44,429  $144,000"
"IMO","Imperial Oil Ltd.","Calgary","AB","",""
"IN","Intermec, Inc.","Everett","WA","$88,756","$55,994  $175,000"
"IDSA","Industrial Services of America, Inc.","Louisville","KY","",""
"IDSY","ID Systems Inc.","Woodcliff Lake","NJ","$50,000","$40,000  $60,000"
"IDT","IDT Corporation","Newark","NJ","$79,702","$35,000  $187,304"
"IDTI","Integrated Device Technology, Inc.","San Jose","CA","$87,745","$53,518  $143,000"
"IDXX","IDEXX Laboratories, Inc.","Westbrook","ME","$74,418","$29,442  $120,488"
"IEC","IEC Electronics Corp.","Newark","NY","",""
"IESC","Integrated Electrical Services, Inc.","Houston","TX","",""
"IEX","IDEX Corporation","Lake Forest","IL","$89,000","$85,000  $93,000"
"IFMI","Institutional Financial Markets, Inc.","Philadelphia","PA","",""
"IFON","Infosonics Corp.","San Diego","CA","$60,667","$55,000  $72,000"
"IFSIA","Interface Inc.","Atlanta","GA","$75,562","$43,000  $157,997"
"IFT","Imperial Holdings, Inc.","Boca Raton","FL","$56,207","$38,620  $65,000"
"IG","IGI, Laboratories, Inc.","Buena","NJ","",""
"IGLD","Internet Gold Golden Lines Ltd.","","","",""
"IGOI","iGo, Inc.","Scottsdale","AZ","",""
"IGT","International Game Technology","Las Vegas","NV","$63,069","$43,200  $93,600"
"IGTE","iGATE Corporation","Fremont","CA","$83,287","$40,000  $400,000"
"IHG","Intercontinental Hotels Group plc","","","$46,934","$25,000  $80,000"
"IHS","IHS Inc.","Englewood","CO","$82,151","$37,253  $310,000"
"IHT","Innsuites Hospitality Trust","Phoenix","AZ","",""
"HZNP","Horizon Pharma, Inc.","Northbrook","IL","",""
"HZO","Marinemax Inc.","Clearwater","FL","$43,250","$32,500  $54,000"
"IAG","IAMGOLD Corp.","Toronto","ON","",""
"IART","Integra LifeSciences Holdings Corporation","Plainsboro","NJ","$83,480","$40,000  $144,801"
"IBA","Industrias Bachoco S.A.B. de C.V.","Braden","TN","",""
"IBI","Interline Brands Inc.","Jacksonville","FL","",""
"IBIO","iBio, Inc.","Newark","DE","",""
"IBM","International Business Machines Corp.","Armonk","NY","$94,284","$50,000  $320,000"
"ICAD","icad Inc.","Nashua","NH","$92,811","$54,338  $143,510"
"ICCC","ImmuCell Corp.","Portland","ME","",""
"ICE","IntercontinentalExchange, Inc.","Atlanta","GA","$94,279","$46,322  $180,000"
"ICFI","ICF International Inc.","Fairfax","VA","",""
"ICGE","ICG Group, Inc.","","PA","",""
"ICLR","ICON plc","","","$71,771","$23,317  $750,000"
"ICUI","ICU Medical, Inc.","San Clemente","CA","$88,484","$50,000  $123,000"
"IDA","IdaCorp, Inc.","Boise","ID","",""
"IDCC","InterDigital, Inc.","King of Prussia","PA","$87,576","$61,000  $131,125"
"IDIX","Idenix Pharmaceuticals Inc.","Cambridge","MA","",""
"IDN","Intellicheck Mobilisa, Inc.","Port Townsend","WA","",""
"IDRA","Idera Pharmaceuticals, Inc.","Cambridge","MA","$143,000","$60,000  $285,000"
"HTCO","Hickory Tech Corp.","Mankato","MN","",""
"HTGC","Hercules Technology Growth Capital, Inc.","Palo Alto","CA","$76,429","$50,000  $140,000"
"HTLD","Heartland Express, Inc.","North Liberty","IA","",""
"HTS","Hatteras Financial Corp","Winston-Salem","NC","",""
"HTWR","Heartware International Inc.","Framingham","MA","",""
"HTZ","Hertz Global Holdings, Inc.","Park Ridge","NJ","",""
"HUBG","Hub Group Inc.","Downers Grove","IL","$72,500","$70,000  $75,000"
"HURC","Hurco Companies Inc.","Indianapolis","IN","",""
"HURN","Huron Consulting Group Inc.","Chicago","IL","$50,238","$39,270  $75,000"
"HUSA","Houston American Energy Corp.","Houston","TX","$131,448","$87,896  $175,000"
"HVT","Haverty Furniture Companies Inc.","Atlanta","GA","",""
"HW","Headwaters Inc.","South Jordan","UT","",""
"HWAY","Healthways Inc.","Franklin","TN","$75,074","$35,000  $150,000"
"HWD","Harry Winston Diamond Corporation","Toronto","ON","",""
"HWG","The Hallwood Group Incorporated","Dallas","TX","",""
"HWKN","Hawkins Inc.","Minneapolis","MN","",""
"HXL","Hexcel Corp.","Stamford","CT","",""
"HXM","Homex Development Corp.","Zaragoza","AragÃ³n","",""
"HYGS","Hydrogenics Corp.","Mississauga","ON","",""
"HPQ","Hewlett-Packard Company","Palo Alto","CA","",""
"HPT","Hospitality Properties Trust","CHESTNUT HILL","MA","",""
"HPY","Heartland Payment Systems, Inc.","","NJ","$80,000","$60,000  $100,000"
"HR","Healthcare Realty Trust Inc.","Nashville","TN","",""
"HRC","Hill-Rom Holdings, Inc.","Batesville","IN","$78,309","$35,984  $170,310"
"HRL","Hormel Foods Corp.","Austin","MN","$70,904","$39,900  $104,000"
"HRS","Harris Corp.","Melbourne","FL","$70,588","$36,566  $95,618"
"HRT","Arrhythmia Research Technology Inc.","Fitchburg","MA","",""
"HSC","Harsco Corporation","Camp Hill","PA","$71,688","$52,700  $100,000"
"HSIC","Henry Schein, Inc.","Melville","NY","$90,971","$45,000  $185,333"
"HSII","Heidrick & Struggles International Inc.","Chicago","IL","$164,455","$90,000  $500,000"
"HSKA","Heska Corp.","Loveland","CO","",""
"HSNI","HSN, Inc.","St Petersburg","FL","$63,295","$42,619  $91,375"
"HSP","Hospira Inc.","Lake Forest","IL","$89,319","$36,192  $192,500"
"HST","Host Hotels & Resorts Inc.","Bethesda","MD","$80,287","$58,136  $113,830"
"HSTM","Healthstream Inc.","Nashville","TN","$67,207","$51,000  $91,000"
"HSY","Hershey Co.","Hershey","PA","$77,582","$24,000  $534,200"
"HT","Hersha Hospitality Trust","Harrisburg","PA","",""
"HTCH","Hutchinson Technology Inc.","Hutchinson","MN","$60,918","$41,580  $80,670"
"HNI","HNI Corp.","Muscatine","IA","$72,046","$41,600  $230,000"
"HNR","Harvest Natural Resources Inc.","Houston","TX","$77,027","$70,000  $84,053"
"HNRG","Hallador Energy Company","Denver","CO","",""
"HNSN","Hansen Medical, Inc.","Mountain View","CA","$108,429","$82,000  $190,000"
"HNZ","H. J. Heinz Company","Pittsburgh","PA","",""
"HOFT","Hooker Furniture Corp.","Martinsville","VA","",""
"HOG","Harley-Davidson, Inc.","Milwaukee","WI","$76,634","$45,406  $100,000"
"HOKU","Hoku Corporation","Honolulu","HI","$62,059","$45,000  $75,000"
"HOLL","Hollywood Media Corp.","Boca Raton","FL","$52,250","$31,000  $65,000"
"HOLX","Hologic Inc.","Bedford","MA","$87,764","$43,000  $160,000"
"HON","Honeywell International Inc.","Morristown","NJ","$93,385","$60,000  $185,000"
"HOOK","Craft Brewers Alliance, Inc.","Portland","OR","",""
"HOS","Hornbeck Offshore Services, Inc.","Covington","LA","$87,200","$36,000  $130,000"
"HOT","Starwood Hotels & Resorts Worldwide Inc.","White Plains","NY","$97,405","$44,000  $500,000"
"HOTT","Hot Topic Inc.","Industry","CA","",""
"HOV","Hovnanian Enterprises Inc.","Red Bank","NJ","",""
"HOVNP","Hovnanian Enterprises Inc.","Red Bank","NJ","",""
"HP","Helmerich & Payne Inc.","Tulsa","OK","$86,693","$78,280  $100,000"
"HPP","Hudson Pacific Properties, Inc.","Los Angeles","CA","",""
"HH","Hooper Holmes Inc.","","NJ","",""
"HHC","The Howard Hughes Corporation","Dallas","TX","$42,211","$35,000  $56,995"
"HHGP","Hudson Highland Group Inc.","Charlotte","NC","",""
"HHS","Harte-Hanks Inc.","San Antonio","TX","$97,550","$95,000  $100,100"
"HI","Hillenbrand, Inc.","Batesville","IN","",""
"HIBB","Hibbett Sports, Inc.","Birmingham","AL","",""
"HIHO","Highway Holdings Ltd.","","","$56,720","$16,650  $130,624"
"HIL","Hill International, Inc.","","NJ","$73,300","$43,665  $165,000"
"HILL","Dot Hill Systems Corp.","Longmont","CO","$84,044","$65,000  $115,000"
"HITK","Hi Tech Pharmacal Co. Inc.","Amityville","NY","$51,110","$34,000  $70,000"
"HIW","Highwoods Properties Inc.","Raleigh","NC","$68,000","$65,000  $71,000"
"HKN","HKN, Inc.","Southlake","TX","",""
"HL","Hecla Mining Co.","Coeur d'Alene","ID","",""
"HLS","HEALTHSOUTH Corp.","Birmingham","AL","$50,094","$27,450  $105,000"
"HLX","Helix Energy Solutions Group, Inc.","Houston","TX","$106,778","$60,237  $160,000"
"HLYS","Heelys, Inc.","Carrollton","TX","",""
"HMA","Health Management Associates Inc.","Naples","FL","",""
"HMC","Honda Motor Co., Ltd.","","","",""
"HMG","HMG/Courtland Properties Inc.","","FL","",""
"HNH","Handy & Harman Ltd.","White Plains","NY","",""
"HCN","Health Care REIT, Inc.","Toledo","OH","",""
"HCP","HCP, Inc.","Long Beach","CA","$70,733","$60,000  $85,000"
"HCSG","Healthcare Services Group Inc.","","PA","$47,351","$35,100  $53,144"
"HD","The Home Depot, Inc.","Atlanta","GA","$85,008","$51,376  $170,000"
"HDNG","Hardinge Inc.","Horseheads","NY","$54,694","$50,731  $59,352"
"HDSN","Hudson Technologies Inc.","Pearl River","NY","",""
"HDY","Hyperdynamics Corporation","Houston","TX","",""
"HE","Hawaiian Electric Industries Inc.","Honolulu","HI","",""
"HEES","H&E Equipment Services Inc.","Baton Rouge","LA","$54,069","$15,160  $930,000"
"HEI","HEICO Corp.","Hollywood","FL","$53,564","$37,003  $63,320"
"HEK","Heckmann Corporation","Coraopolis","PA","",""
"HEP","Holly Energy Partners L.P","Dallas","TX","",""
"HERO","Hercules Offshore, Inc.","Houston","TX","",""
"HF","HFF Inc.","Pittsburgh","PA","",""
"HFC","HollyFrontier Corporation","Dallas","TX","",""
"HGG","hhgregg, Inc.","Indianapolis","IN","",""
"HGR","Hanger Orthopedic Group Inc.","Austin","TX","$50,814","$30,243  $75,171"
"HGSI","Human Genome Sciences Inc.","Rockville","MD","$70,153","$34,100  $167,990"
"HGT","Hugoton Royalty Trust","Dallas","TX","",""
"GY","GenCorp Inc.","Rancho Cordova","CA","",""
"GYRO","Gyrodyne Co. of America Inc.","St James","NY","",""
"H","Hyatt Hotels Corporation","Chicago","IL","$60,780","$40,000  $113,000"
"HA","Hawaiian Holdings Inc.","Honolulu","HI","$71,570","$26,520  $150,000"
"HAE","Haemonetics Corp.","Braintree","MA","$88,308","$54,140  $130,000"
"HAIN","The Hain Celestial Group, Inc.","Melville","NY","$70,000","$40,000  $100,000"
"HAL","Halliburton Company","Houston","TX","",""
"HALO","Halozyme Therapeutics, Inc.","San Diego","CA","$69,332","$42,000  $150,000"
"HAR","Harman International Industries Inc.","Stamford","CT","$126,266","$68,245  $207,000"
"HAS","Hasbro Inc.","Pawtucket","RI","$73,689","$43,000  $193,454"
"HAST","Hastings Entertainment Inc.","Amarillo","TX","",""
"HAUP","Hauppauge Digital Inc.","Hauppauge","NY","",""
"HAYN","Haynes International Inc.","Kokomo","IN","$66,550","$49,650  $75,000"
"HBI","Hanesbrands Inc.","Winston-Salem","NC","$78,587","$45,000  $112,000"
"HBIO","Harvard Bioscience Inc.","Holliston","MA","",""
"HBM","HudBay Minerals, Inc.","Toronto","ON","",""
"HBP","Helix Biopharma Corp.","Aurora","ON","",""
"HCA","HCA Holdings, Inc.","Nashville","TN","$72,567","$44,678  $102,053"
"HCCI","Heritage-Crystal Clean, Inc","Elgin","IL","$100,667","$40,000  $150,000"
"HCKT","The Hackett Group, Inc.","Miami","FL","$99,881","$46,000  $185,000"
"GSS","Golden Star Resources, Ltd.","Littleton","CO","",""
"GST","Gastar Exploration, Ltd.","Houston","TX","",""
"GSX","Gasco Energy Inc.","Englewood","CO","",""
"GT","","Akron","OH","$64,249","$11,232  $725,000"
"GT","Goodyear Tire & Rubber Co.","Akron","OH","$77,461","$30,707  $175,386"
"GTAT","GT Advanced Technologies Inc.","Merrimack","NH","",""
"GTE","Gran Tierra Energy, Inc.","Calgary","AB","",""
"GTI","GrafTech International Ltd.","Parma","OH","$76,013","$53,000  $110,000"
"GTIM","Good Times Restaurants Inc.","Golden","CO","",""
"GTIV","Gentiva Health Services Inc.","Atlanta","GA","$87,800","$75,000  $101,400"
"GTN","Gray Television Inc.","Atlanta","GA","",""
"GTSI","GTSI Corp.","Herndon","VA","$77,264","$39,100  $109,445"
"GTXI","GTX Inc.","Memphis","TN","$53,349","$27,498  $89,099"
"GTY","Getty Realty Corp.","Jericho","NY","",""
"GUID","Guidance Software, Inc.","Pasadena","CA","$80,840","$35,651  $125,000"
"GV","Goldfield Corp.","Melbourne","FL","",""
"GVA","Granite Construction Incorporated","Watsonville","CA","$63,012","$31,907  $84,490"
"GVP","GSE Systems Inc.","Sykesville","MD","$63,801","$47,500  $105,000"
"GWR","Genesee & Wyoming Inc.","Greenwich","CT","",""
"GXP","Great Plains Energy Incorporated","Kansas City","MO","",""
"GPS","Gap Inc.","San Francisco","CA","$87,973","$45,000  $500,000"
"GPX","GP Strategies Corp.","Elkridge","MD","",""
"GR","Goodrich Corp.","Charlotte","NC","$79,016","$31,000  $120,000"
"GRA","W.R. Grace & Co.","Columbia","MD","",""
"GRC","Gorman-Rupp Co.","Mansfield","OH","",""
"GRFS","Grifols, S.A.","","","",""
"GRH","GreenHunter Energy, Inc.","Grapevine","TX","",""
"GRMH","Graymark Healthcare, Inc.","Oklahoma City","OK","",""
"GRMN","Garmin Ltd.","Schaffhausen","Schaffhausen","",""
"GROW","U.S. Global Investors, Inc.","San Antonio","TX","$51,124","$30,000  $120,000"
"GRPN","Groupon, Inc.","Chicago","IL","$178,333","$175,000  $185,000"
"GRT","Glimcher Realty Trust","Columbus","OH","",""
"GRZ","Gold Reserve Inc.","Spokane","WA","",""
"GSAT","Globalstar Inc.","Covington","LA","",""
"GSB","GlobalSCAPE, Inc.","San Antonio","TX","$68,500","$48,000  $90,000"
"GSIG","GSI Group Inc.","Bedford","MA","$78,752","$62,000  $100,391"
"GSIT","GSI Technology Inc.","Sunnyvale","CA","$60,750","$55,000  $68,000"
"GSJK","Compressco Partners, L.P.","Oklahoma City","OK","",""
"GSK","GlaxoSmithKline plc","","","$78,156","$35,000  $130,645"
"GSL","Global Ship Lease, Inc.","","","",""
"GNVC","GenVec, Inc.","Gaithersburg","MD","$78,925","$43,500  $245,000"
"GOK","Geokinetics Inc.","Houston","TX","$84,966","$40,000  $123,933"
"GOLD","Randgold Resources Limited","","","",""
"GOLF","Golfsmith International Holdings Inc.","Austin","TX","$68,200","$50,000  $97,000"
"GOOD","Gladstone Commercial Corp.","McLean","VA","",""
"GOODO","Gladstone Commercial Corp.","McLean","VA","",""
"GOODP","Gladstone Commercial Corp.","McLean","VA","",""
"GOOG","Google Inc.","Mountain View","CA","$100,512","$39,100  $300,000"
"GORO","Gold Resource Corp","Colorado Springs","CO","",""
"GPC","Genuine Parts Company","Atlanta","GA","",""
"GPI","Group 1 Automotive Inc.","Houston","TX","",""
"GPIC","Gaming Partners International Corporation","Las Vegas","NV","",""
"GPK","Graphic Packaging Holding Company","Marietta","GA","",""
"GPL","Great Panther Silver Ltd","Vancouver","BC","",""
"GPN","Global Payments Inc.","Atlanta","GA","$76,488","$43,500  $105,000"
"GPOR","Gulfport Energy Corp.","Oklahoma City","OK","",""
"GPR","GeoPetro Resources Company","San Francisco","CA","",""
"GPRE","Green Plains Renewable Energy, Inc.","Omaha","NE","",""
"GPRO","Gen-Probe Inc.","San Diego","CA","$96,548","$50,000  $300,000"
"GLGL","GLG Life Tech Corporation","Vancouver","BC","",""
"GLOW","Glowpoint, Inc.","New Providence","NJ","",""
"GLP","Global Partners LP","Waltham","MA","$90,925","$62,774  $110,000"
"GLPW","Global Power Equipment Group Inc.","Irving","TX","",""
"GLT","PH Glatfelter Co.","York","PA","",""
"GLW","Corning Inc.","Corning","NY","$73,217","$34,819  $168,955"
"GM","General Motors Company","Detroit","MI","",""
"GMAN","Gordmans Stores, Inc.","Omaha","NE","",""
"GME","GameStop Corp.","Grapevine","TX","",""
"GMET","Geomet, Inc.","Houston","TX","",""
"GMK","Gruma S.A.B. de CV","Lenexa","KS","",""
"GMO","General Moly, Inc.","Lakewood","CO","",""
"GMT","GATX Corp.","Chicago","IL","$101,393","$44,250  $225,000"
"GNC","GNC Holdings Inc.","Pittsburgh","PA","",""
"GNCMA","General Communication Inc.","Anchorage","AK","$82,886","$63,731  $94,311"
"GNE","Genie Energy Ltd.","Bloomfield","NJ","",""
"GNI","Great Northern Iron Ore Properties","Minneapolis","MN","",""
"GNMK","GenMark Diagnostics, Inc.","Carlsbad","CA","",""
"GNOM","Complete Genomics, Inc.","Mountain View","CA","$121,000","$80,000  $152,000"
"GNRC","Generac Holdings Inc.","","WI","",""
"GNTX","Gentex Corp.","Zeeland","MI","$42,287","$31,000  $56,160"
"GGC","Georgia Gulf Corp.","Atlanta","GA","$93,171","$35,200  $130,500"
"GGG","Graco Inc.","Minneapolis","MN","$81,359","$74,630  $95,803"
"GGP","General Growth Properties Inc.","Chicago","IL","$81,182","$30,909  $170,000"
"GGR","GeoGlobal Resources Inc.","Calgary","AB","",""
"GGS","Global Geophysical Services, Inc.","Missouri City","TX","$70,370","$48,000  $99,000"
"GHDX","Genomic Health Inc.","Redwood City","CA","$77,782","$52,650  $125,000"
"GHM","Graham Corp.","Batavia","NY","",""
"GIFI","Gulf Island Fabrication Inc.","Houma","LA","",""
"GIGA","Giga-tronics Inc.","San Ramon","CA","$67,145","$57,275  $82,472"
"GIL","Gildan Activewear Inc.","MontrÃ©al","QC","",""
"GILD","Gilead Sciences Inc.","Foster City","CA","$95,404","$43,000  $295,000"
"GIS","General Mills, Inc.","Minneapolis","MN","$76,766","$10,416  $150,000"
"GIVN","Given Imaging Ltd.","","MD","$91,444","$38,000  $215,000"
"GKNT","Geeknet, Inc.","Fairfax","VA","",""
"GKSR","G&K Services Inc.","Minnetonka","MN","$68,645","$10,015  $1,000,000"
"GLAD","Gladstone Capital Corporation","McLean","VA","",""
"GLBS","Globus Maritime Limited","ÎÎ»ÏÏÎ¬Î´Î±","ÎÏÏÎ¹ÎºÎ®","",""
"GLDC","Golden Enterprises Inc.","Birmingham","AL","",""
"GLDD","Great Lakes Dredge & Dock Corporation","Oak Brook","IL","$61,249","$55,000  $66,000"
"GDI","Gardner Denver Inc.","","PA","",""
"GDOT","Green Dot Corporation","Monrovia","CA","$86,677","$41,510  $300,000"
"GDP","Goodrich Petroleum Corp.","Houston","TX","",""
"GE","General Electric Company","Fairfield","CT","$124,333","$77,000  $212,000"
"GEF","Greif, Inc.","Delaware","OH","$78,528","$50,300  $108,535"
"GEL","Genesis Energy LP","Houston","TX","",""
"GEN","GenOn Energy, Inc.","Houston","TX","",""
"GENC","Gencor Industries Inc.","Orlando","FL","",""
"GENE","Genetic Technologies Ltd.","Fitzroy","VIC","",""
"GENT","Gentium S.p.A","Villa Guardia","Lombardia","",""
"GEO","The GEO Group, Inc.","Boca Raton","FL","",""
